1.694353814472791697e+01,1.702257685315597158e+01,1.207218538866593427e+01,1.196987922658605186e+01
1.692124002447920361e+01,1.728132136317276490e+01,1.179696041157074404e+01,1.192415798489784962e+01
1.659130733378287559e+01,1.697421834931402174e+01,1.199177142903385196e+01,1.190683748540192610e+01
1.697375008701730081e+01,1.687331515921728453e+01,1.206392224755711240e+01,1.184762776884699420e+01
1.719759364607545749e+01,1.701989868216007551e+01,1.191280790948642299e+01,1.188683462220541287e+01
1.711382349228120603e+01,1.700424903484079664e+01,1.189279877921544681e+01,1.197122973892576070e+01
1.663978309898509877e+01,1.711064887479334828e+01,1.199243258222927189e+01,1.200639161288523482e+01
1.691347032977182252e+01,1.703225971557008833e+01,1.223543519121262158e+01,1.219377034450834785e+01
1.694828348721616607e+01,1.699327327674469856e+01,1.191690756969471465e+01,1.187043889449953582e+01
1.689639877587714167e+01,1.667773696487402191e+01,1.200592492471213646e+01,1.171600726004400173e+01
1.708004512834593314e+01,1.696270264747553469e+01,1.206464466105339461e+01,1.193615874678816979e+01
1.683735980824123146e+01,1.708388982205358886e+01,1.231584375272953302e+01,1.172219628514512912e+01
1.702052737278700789e+01,1.700051854503612248e+01,1.229476712861289478e+01,1.200597354324846222e+01
1.704309624181617977e+01,1.699916332543370601e+01,1.199277668849680545e+01,1.165028490010428008e+01
1.674170907302570299e+01,1.717203607647583397e+01,1.203737272108096512e+01,1.198535549432891933e+01
1.722658481757320104e+01,1.718515356346991396e+01,1.240884769674108234e+01,1.195748768607385415e+01
1.668025855180547623e+01,1.708366897882778801e+01,1.192492308500506581e+01,1.197919053953879676e+01
1.711498898813784209e+01,1.727512635329251367e+01,1.203568086613055144e+01,1.182538555053654861e+01
1.702339491503127533e+01,1.694704455978245861e+01,1.203329749756568567e+01,1.198135482326111756e+01
1.691473942864065449e+01,1.697293078157680668e+01,1.206123989294548338e+01,1.197075723477942688e+01
1.677740404776062988e+01,1.730271213892696380e+01,1.188702821294260659e+01,1.210089125896253037e+01
1.689012654953045001e+01,1.703903911303697782e+01,1.188841289349344166e+01,1.199501451071475522e+01
1.691774942951342808e+01,1.695466160725811022e+01,1.186846647246566278e+01,1.206588526232265224e+01
1.687307526922472789e+01,1.696666554655064019e+01,1.191006298535313412e+01,1.231091591438167221e+01
1.677577997876015203e+01,1.695889978537294596e+01,1.202946098979207079e+01,1.194107487136612633e+01
1.325471986127980983e+01,1.603919570754861468e+01,1.586236881984662972e+01,1.297439071972976699e+01
1.289631603767723789e+01,1.617830443997593903e+01,1.624489402693246376e+01,1.287515662231399638e+01
1.332201283017701421e+01,1.614772428337670007e+01,1.621457201602337861e+01,1.296415835888444690e+01
1.313896711643684689e+01,1.614379804736427815e+01,1.617702641854496548e+01,1.284863829403099622e+01
1.310715439601367471e+01,1.609574110060290053e+01,1.591849303160721263e+01,1.338549435844935864e+01
1.306452912432247260e+01,1.590781000644554943e+01,1.611749638546215735e+01,1.310416423331544244e+01
1.278589206971132519e+01,1.580352125895375082e+01,1.633857007977726639e+01,1.324259566586721348e+01
1.305912136739221374e+01,1.605081516633691763e+01,1.569776169173194269e+01,1.280054129939661323e+01
1.290143469782605656e+01,1.593598168823435834e+01,1.584677773009853219e+01,1.287629831209656572e+01
1.277302357823133150e+01,1.591411181971270139e+01,1.599684270235383110e+01,1.308233257845244246e+01
1.337732824900211170e+01,1.581710605162059657e+01,1.600239165432189026e+01,1.318357180898019898e+01
1.329892508820859121e+01,1.583692845175201214e+01,1.605692046909822324e+01,1.287744199254302302e+01
1.302014542714199408e+01,1.601335724917953485e+01,1.594298073781211222e+01,1.331695046300081842e+01
1.297125626908645835e+01,1.601340619382087382e+01,1.614352918428099670e+01,1.319058893097466978e+01
1.322041911161487882e+01,1.614082321227276040e+01,1.596980713792376605e+01,1.304330480997447772e+01
1.331801516840757138e+01,1.612387765284210062e+01,1.604094305424960609e+01,1.281128066148092870e+01
1.306490043124880529e+01,1.574411130425156635e+01,1.573144570468090642e+01,1.329291548618287244e+01
1.299005637458847140e+01,1.601967318296794929e+01,1.589704916665765388e+01,1.302842553341546505e+01
1.288550291706554773e+01,1.589279950980948719e+01,1.619990537992713087e+01,1.271155558499820692e+01
1.302690294678773775e+01,1.578899331835496511e+01,1.592656380779400571e+01,1.264477747544985498e+01
1.312801998672616932e+01,1.587578394964207895e+01,1.565325030878240398e+01,1.293979975003824201e+01
1.308384474693710509e+01,1.587662255282703505e+01,1.594611002819575596e+01,1.258477863141693298e+01
1.302210445610538869e+01,1.606580911936591605e+01,1.580908601423403681e+01,1.311098539647349170e+01
1.282652429989003551e+01,1.596770396575902851e+01,1.601206787237320839e+01,1.286263864734700491e+01
1.312547742289032193e+01,1.601858906460880405e+01,1.603849373577620341e+01,1.288613429351509687e+01
1.781235406364362817e+01,2.216870238107171787e+01,8.264975444108552338e+00,3.358877971751519453e+01
1.650241061314865831e+01,2.192880631218788068e+01,6.963484130290830798e+00,3.205413186587745145e+01
1.687604638555450265e+01,2.378558606430267375e+01,7.114574656093548555e+00,3.316146396173434852e+01
1.722606451990039744e+01,2.272581341256485388e+01,7.537954527211049971e+00,3.220007111752673268e+01
1.793458166182063707e+01,2.269124697644478772e+01,7.381964526631457524e+00,3.371456263887941418e+01
1.669558286729768781e+01,2.234436732649743007e+01,6.897696881919543443e+00,3.219474669741581607e+01
1.713095065162556807e+01,2.299672159700691765e+01,7.008313122486513613e+00,3.307586017745884277e+01
1.602997797700855642e+01,2.262960999972631981e+01,7.997766340055195933e+00,3.295260764355040806e+01
1.655491677350902791e+01,2.294112677540070422e+01,6.673590959588895366e+00,3.197448271023253596e+01
1.654019672204634261e+01,2.336064880085687179e+01,6.971765098614084444e+00,3.429757693543112396e+01
1.779125287475791239e+01,2.270489859694243151e+01,7.364127755310901691e+00,3.253097988145595565e+01
1.735809969505857353e+01,2.307027197721998135e+01,6.871772912144434642e+00,3.310340107679347454e+01
1.770337557178076793e+01,2.352613723680976676e+01,7.069846183399706163e+00,3.359340940516830187e+01
1.701336192818299153e+01,2.300069599239971296e+01,7.535138898273417318e+00,3.376933605326890842e+01
1.640596741497895650e+01,2.316653441117538037e+01,5.954256171987138302e+00,3.289097573967708144e+01
1.718870821562251550e+01,2.174754573513548905e+01,6.672973916206885292e+00,3.342209085233987054e+01
1.725769363543408375e+01,2.286022630573294734e+01,6.181250823051546384e+00,3.299149901800179663e+01
1.688626729758172118e+01,2.302261609276826704e+01,6.567017739036779211e+00,3.329625537118435119e+01
1.773485410536682494e+01,2.295799547606245739e+01,6.211897933788262272e+00,3.346966442659805807e+01
1.743897997672849343e+01,2.316798575314879827e+01,7.040163775773057075e+00,3.226039460459612229e+01
1.681144640542471791e+01,2.247794954796365374e+01,6.707741290929489786e+00,3.252927424616134289e+01
1.646759613764973906e+01,2.205265428397478900e+01,6.689262500712696458e+00,3.312349426229175009e+01
1.678789911861247575e+01,2.312210909319900054e+01,6.367971507321533053e+00,3.274751264205293921e+01
1.667691979627105425e+01,2.254800927096590613e+01,7.048764887438239590e+00,3.313488904922076017e+01
1.683266316504636251e+01,2.367925612177979744e+01,6.962014024004679946e+00,3.306207093282832687e+01
