1.693759145228606755e+01,1.667445758410181611e+01,1.194186126843065487e+01,1.196297513846450578e+01
1.702929771510137869e+01,1.716233897548952925e+01,1.199319071642081802e+01,1.201643766266573010e+01
1.688633617749843552e+01,1.733618837655169642e+01,1.225957656468430201e+01,1.204200770991789149e+01
1.711219671068824866e+01,1.680618735838493549e+01,1.214233521495832058e+01,1.186660487496419059e+01
1.733942334956751097e+01,1.721689138489376347e+01,1.190061875697226945e+01,1.193278379194887506e+01
1.683992643049947446e+01,1.690212928627959954e+01,1.194344283395781758e+01,1.218152424054122385e+01
1.711165419441632096e+01,1.690215872821831056e+01,1.203023075694424016e+01,1.202655734340896387e+01
1.727172217974158741e+01,1.715389184270779666e+01,1.184600192552862907e+01,1.194458534739449718e+01
1.703744047837657050e+01,1.706812069679890698e+01,1.192100762881073805e+01,1.175022088917245888e+01
1.721620892224742860e+01,1.716446163782968526e+01,1.171406686350945847e+01,1.172776436904177899e+01
1.701980146758043233e+01,1.701566795803298859e+01,1.221013421336374094e+01,1.202191992477615656e+01
1.709950041934195397e+01,1.670889225245956311e+01,1.208036355233337211e+01,1.193380783385747179e+01
1.676884690758672392e+01,1.676693448169784517e+01,1.182686173228773185e+01,1.207475588311273285e+01
1.700921240091956577e+01,1.705522035702650996e+01,1.208192519265868015e+01,1.203994686077252574e+01
1.289271337095782677e+01,1.628182800235670769e+01,1.607440634513709909e+01,1.328644001064532709e+01
1.314115228142912706e+01,1.585791692376591833e+01,1.571359068076782428e+01,1.294601787983915742e+01
1.308363969545468386e+01,1.585961456265387071e+01,1.575486973703471349e+01,1.322414173929043280e+01
1.287895654354369412e+01,1.620032897514898451e+01,1.592176166628250478e+01,1.326423390361853905e+01
1.313818410353355404e+01,1.598995594632036621e+01,1.616551119380605073e+01,1.305198041736813686e+01
1.309547615287655908e+01,1.596691625611633825e+01,1.609383512527004712e+01,1.303221658557072971e+01
1.290957347374564002e+01,1.562592124125622739e+01,1.615563370444713698e+01,1.262541489863676247e+01
1.309328794580085642e+01,1.632813513231114655e+01,1.573950158903375218e+01,1.291572977091746210e+01
1.301644503619997373e+01,1.614021237819267540e+01,1.600270139047638196e+01,1.299879849980821156e+01
1.287817508458056892e+01,1.601764250752952634e+01,1.600429432407556973e+01,1.315936088119923753e+01
1.328568001729818882e+01,1.614519588015537721e+01,1.601123082016149013e+01,1.301337574724535173e+01
1.326255265696889296e+01,1.580434075324063237e+01,1.635702143255353036e+01,1.306823339554512309e+01
1.299783705998197547e+01,1.600140674904850968e+01,1.592208873734698216e+01,1.294812047208854011e+01
1.277515958860833400e+01,1.628231190543835183e+01,1.580977763356258770e+01,1.287325252635424455e+01
1.281854968061908195e+01,1.605476943546482715e+01,1.601844589236240068e+01,1.308304253072054735e+01
1.303630470090188176e+01,1.598090211473218325e+01,1.577274531007608971e+01,1.314703195637612154e+01
1.322305640510732871e+01,1.586031866462239925e+01,1.620180235266068891e+01,1.318886956228896956e+01
1.299446599602028307e+01,1.613590028207873672e+01,1.619474463894137983e+01,1.325926837294344551e+01
1.262464309447460131e+01,1.588046022210166441e+01,1.584856128279228571e+01,1.283639016026974744e+01
1.268923708461649369e+01,1.613991931265694291e+01,1.585875835402059586e+01,1.332351433783909300e+01
1.306826553481449693e+01,1.602026087709379354e+01,1.589593337734786616e+01,1.330583291497949538e+01
1.267590124967427556e+01,1.594955310588997044e+01,1.582279746646715957e+01,1.287113352814130884e+01
1.301182060097846360e+01,1.589326949017296897e+01,1.600753923624752062e+01,1.336132448877354051e+01
1.301743392214907225e+01,1.587930880178629245e+01,1.605176564790594895e+01,1.300523199847386557e+01
1.295801174727141181e+01,1.558497457320605228e+01,1.597967704600354644e+01,1.305588387702912812e+01
1.301406354926458597e+01,1.604666337410090549e+01,1.629491453212986229e+01,1.270136651885364643e+01
1.328289835129583984e+01,1.614015540906054014e+01,1.603939244086808458e+01,1.296096964524491923e+01
1.315383330777697424e+01,1.627589909995406714e+01,1.623322659715200089e+01,1.286918126019318009e+01
1.308861746914235269e+01,1.600552779015408689e+01,1.609453039515401329e+01,1.325391567395496040e+01
1.301359861293578568e+01,1.562613875614620440e+01,1.592079461057283041e+01,1.285625658011056238e+01
1.301063920388579120e+01,1.603625127220486490e+01,1.581550516003720830e+01,1.300904378502205994e+01
1.272071632334990809e+01,1.611994240957081814e+01,1.598188254272693776e+01,1.321846583894243565e+01
