DataSize,Time,Algorithm
5500,1.6489405632019043,FlowDBSCAN
5500,3.402841806411743,ScaleFC
6000,1.341820478439331,FlowDBSCAN
6000,3.755538463592529,ScaleFC
6500,1.670513153076172,FlowDBSCAN
6500,5.097381591796875,ScaleFC
7000,2.3374621868133545,FlowDBSCAN
7000,5.592945575714111,ScaleFC
7500,2.2791075706481934,FlowDBSCAN
7500,5.26258659362793,ScaleFC
8000,2.910898208618164,FlowDBSCAN
8000,6.304321765899658,ScaleFC
8500,2.5779683589935303,FlowDBSCAN
8500,6.907891035079956,ScaleFC
9000,3.008528232574463,FlowDBSCAN
9000,7.693506240844727,ScaleFC
9500,4.019016265869141,FlowDBSCAN
9500,9.547635555267334,ScaleFC
10000,3.84326696395874,FlowDBSCAN
10000,9.398487329483032,ScaleFC
10500,4.829526424407959,FlowDBSCAN
10500,13.040815114974976,ScaleFC
11000,4.08630633354187,FlowDBSCAN
11000,12.331132650375366,ScaleFC
11500,4.926324844360352,FlowDBSCAN
11500,11.62796926498413,ScaleFC
12000,5.476287603378296,FlowDBSCAN
12000,16.961660146713257,ScaleFC
12500,5.803072929382324,FlowDBSCAN
12500,15.15446424484253,ScaleFC
13000,5.601161003112793,FlowDBSCAN
13000,15.433000802993774,ScaleFC
13500,6.898235321044922,FlowDBSCAN
13500,18.08806085586548,ScaleFC
14000,7.523883104324341,FlowDBSCAN
14000,19.60421848297119,ScaleFC
14500,7.199170112609863,FlowDBSCAN
14500,19.612810850143436,ScaleFC
15000,6.914968490600586,FlowDBSCAN
15000,21.11867380142212,ScaleFC
15500,8.023069143295288,FlowDBSCAN
15500,23.083991765975952,ScaleFC
16000,9.73347783088684,FlowDBSCAN
16000,26.70875597000122,ScaleFC
16500,9.348160028457642,FlowDBSCAN
16500,25.850143432617188,ScaleFC
17000,8.712421178817749,FlowDBSCAN
17000,25.95577716827393,ScaleFC
17500,9.393106460571287,FlowDBSCAN
17500,27.345358848571777,ScaleFC
18000,11.64567494392395,FlowDBSCAN
18000,29.755247116088867,ScaleFC
18500,10.609296321868896,FlowDBSCAN
18500,29.498501539230347,ScaleFC
19000,11.194497108459473,FlowDBSCAN
19000,30.78056573867798,ScaleFC
19500,11.969223499298096,FlowDBSCAN
19500,33.24880170822144,ScaleFC
20000,13.957250118255615,FlowDBSCAN
20000,36.60432767868042,ScaleFC
5500,896.7086329284346,AFC
5500,512.691341154635,FlowLF
6000,125.1098407295318,AFC
6000,582.5555625539665,FlowLF
6500,569.5100812099294,AFC
6500,872.4491245237623,FlowLF
7000,506.2283408929216,AFC
7000,1332.0088758820302,FlowLF
7500,248.43331517869703,AFC
7500,1165.804991340475,FlowLF
8000,809.3361421287376,AFC
8000,474.4490940827632,FlowLF
8500,686.7186890076127,AFC
8500,761.9484525156225,FlowLF
9000,376.6968856212414,AFC
9000,112.78285639865896,FlowLF
9500,1344.1525760148556,AFC
9500,753.9684280417326,FlowLF
10000,473.4899575309668,AFC
10000,506.6904382127596,FlowLF
10500,644.9571041395585,AFC
10500,549.7642316305948,FlowLF
11000,970.7498787912762,AFC
11000,947.1084191586932,FlowLF
11500,676.4846736202965,AFC
11500,632.0879299894501,FlowLF
12000,1175.5708934700297,AFC
12000,765.5329821765389,FlowLF
12500,1132.3309041506548,AFC
12500,848.6164207512089,FlowLF
13000,719.1764415760756,AFC
13000,814.7609614044884,FlowLF
13500,1114.8701494286568,AFC
13500,990.9872803569244,FlowLF
14000,423.4331591184184,AFC
14000,1506.1355010296556,FlowLF
14500,812.2913318716903,AFC
14500,-268.4946518183342,FlowLF
15000,1319.842396012784,AFC
15000,725.8264213965365,FlowLF
15500,227.13839149405976,AFC
15500,-39.62180434037191,FlowLF
16000,95.70396398834556,AFC
16000,1051.1401747692876,FlowLF
16500,989.4427603017956,AFC
16500,-256.6689270475048,FlowLF
17000,1122.6611454065464,AFC
17000,449.19878048006535,FlowLF
17500,640.7633964299926,AFC
17500,980.9908935162292,FlowLF
18000,25.05788766603928,AFC
18000,698.2059435960983,FlowLF
18500,751.4842733974697,AFC
18500,730.1816042672065,FlowLF
19000,512.1944013803968,AFC
19000,529.7118200299452,FlowLF
19500,995.204279977876,AFC
19500,290.2131932901005,FlowLF
20000,532.1513670244756,AFC
20000,973.216095878576,FlowLF
