DataSize,Time,Algorithm
5500,1.62345290184021,FlowDBSCAN
5500,3.056014060974121,ScaleFC
6000,1.74629807472229,FlowDBSCAN
6000,3.97661018371582,ScaleFC
6500,1.580094575881958,FlowDBSCAN
6500,4.315863609313965,ScaleFC
7000,1.660473108291626,FlowDBSCAN
7000,4.617002248764038,ScaleFC
7500,2.268965005874634,FlowDBSCAN
7500,5.825512647628784,ScaleFC
8000,2.7403550148010254,FlowDBSCAN
8000,6.143863677978516,ScaleFC
8500,2.483407020568848,FlowDBSCAN
8500,6.416172981262207,ScaleFC
9000,2.718792676925659,FlowDBSCAN
9000,8.305866241455078,ScaleFC
9500,3.087301731109619,FlowDBSCAN
9500,8.989029169082642,ScaleFC
10000,3.832090616226196,FlowDBSCAN
10000,10.19141149520874,ScaleFC
10500,4.986499547958374,FlowDBSCAN
10500,11.441954135894775,ScaleFC
11000,3.869627952575684,FlowDBSCAN
11000,10.415560245513916,ScaleFC
11500,4.746013164520264,FlowDBSCAN
11500,12.245765686035156,ScaleFC
12000,5.989697456359863,FlowDBSCAN
12000,13.079892873764038,ScaleFC
12500,6.017712593078613,FlowDBSCAN
12500,14.405282497406006,ScaleFC
13000,5.671041011810303,FlowDBSCAN
13000,16.125715970993042,ScaleFC
13500,6.193543910980225,FlowDBSCAN
13500,15.860750675201416,ScaleFC
14000,7.957979679107666,FlowDBSCAN
14000,19.632877826690677,ScaleFC
14500,7.276835680007935,FlowDBSCAN
14500,18.937570095062256,ScaleFC
15000,7.326758861541748,FlowDBSCAN
15000,20.057636737823486,ScaleFC
15500,8.007214069366455,FlowDBSCAN
15500,23.117735624313354,ScaleFC
16000,9.87644624710083,FlowDBSCAN
16000,23.823106288909912,ScaleFC
16500,9.02562952041626,FlowDBSCAN
16500,25.22621202468872,ScaleFC
17000,10.121225118637083,FlowDBSCAN
17000,27.393593788146973,ScaleFC
17500,10.075079441070557,FlowDBSCAN
17500,28.059550285339355,ScaleFC
18000,12.653021097183228,FlowDBSCAN
18000,28.294299602508545,ScaleFC
18500,11.341143369674684,FlowDBSCAN
18500,29.178072929382324,ScaleFC
19000,12.53750205039978,FlowDBSCAN
19000,31.085675477981567,ScaleFC
19500,12.67086124420166,FlowDBSCAN
19500,36.027201890945435,ScaleFC
20000,14.8241548538208,FlowDBSCAN
20000,37.29187822341919,ScaleFC
5500,551.5283612976543,AFC
5500,463.1352828893611,FlowLF
6000,749.2735322017368,AFC
6000,301.5022511151977,FlowLF
6500,1144.0265267438142,AFC
6500,230.1545015099319,FlowLF
7000,640.9489029165322,AFC
7000,789.8612835994144,FlowLF
7500,1623.0920003245983,AFC
7500,187.61015711460735,FlowLF
8000,772.8428746384974,AFC
8000,-82.69891184033042,FlowLF
8500,1542.4805154006815,AFC
8500,1345.1104085283157,FlowLF
9000,1254.185299899421,AFC
9000,1036.4636185596949,FlowLF
9500,672.428373013878,AFC
9500,-31.36590302029549,FlowLF
10000,781.1561001117849,AFC
10000,1195.6503801091983,FlowLF
10500,1206.7769614352942,AFC
10500,1151.4674309877255,FlowLF
11000,1023.8018000744416,AFC
11000,1297.8653638629512,FlowLF
11500,1466.8037298340273,AFC
11500,726.0080229552688,FlowLF
12000,-104.86640287567138,AFC
12000,812.128792273787,FlowLF
12500,-35.908490917202016,AFC
12500,1185.351659352384,FlowLF
13000,1229.7763166563404,AFC
13000,1172.72989433894,FlowLF
13500,442.68030408085895,AFC
13500,106.39535673548608,FlowLF
14000,1319.2932780984995,AFC
14000,981.2175673941144,FlowLF
14500,1230.291836033297,AFC
14500,60.35405683725708,FlowLF
15000,1064.1295348483743,AFC
15000,330.4674726802025,FlowLF
15500,1093.526000813002,AFC
15500,344.6200107011764,FlowLF
16000,1610.7302886256468,AFC
16000,532.3664059269017,FlowLF
16500,887.2388541310445,AFC
16500,350.90698047368073,FlowLF
17000,1154.3032619648916,AFC
17000,349.5100250122139,FlowLF
17500,803.8564326229533,AFC
17500,613.0774452375337,FlowLF
18000,1052.0388895312824,AFC
18000,381.317650430983,FlowLF
18500,1305.292277775707,AFC
18500,423.6044946621153,FlowLF
19000,915.622193638433,AFC
19000,-101.99083259322288,FlowLF
19500,1149.9925326040411,AFC
19500,309.0448501420405,FlowLF
20000,958.2095700555924,AFC
20000,1522.5527665845177,FlowLF
