DataSize,Time,Algorithm
5500,1.4929711818695068,FlowDBSCAN
5500,3.02504825592041,ScaleFC
6000,1.7741308212280271,FlowDBSCAN
6000,3.6318554878234863,ScaleFC
6500,1.7064874172210691,FlowDBSCAN
6500,3.9615070819854736,ScaleFC
7000,2.377507448196411,FlowDBSCAN
7000,5.389431715011597,ScaleFC
7500,2.140821933746338,FlowDBSCAN
7500,5.1145970821380615,ScaleFC
8000,2.5450704097747803,FlowDBSCAN
8000,6.863403081893921,ScaleFC
8500,2.8828766345977783,FlowDBSCAN
8500,6.602617263793945,ScaleFC
9000,2.8301877975463867,FlowDBSCAN
9000,8.06583309173584,ScaleFC
9500,2.957691192626953,FlowDBSCAN
9500,9.0821795463562,ScaleFC
10000,3.998304605484009,FlowDBSCAN
10000,9.112229108810425,ScaleFC
10500,3.733453273773194,FlowDBSCAN
10500,11.119728803634644,ScaleFC
11000,3.808947086334229,FlowDBSCAN
11000,10.779095649719238,ScaleFC
11500,5.478035926818848,FlowDBSCAN
11500,11.3687481880188,ScaleFC
12000,5.866562604904175,FlowDBSCAN
12000,15.347395420074465,ScaleFC
12500,5.184710502624512,FlowDBSCAN
12500,17.361799001693726,ScaleFC
13000,5.611222982406616,FlowDBSCAN
13000,14.468433618545532,ScaleFC
13500,6.22209620475769,FlowDBSCAN
13500,16.067582368850708,ScaleFC
14000,7.064780235290527,FlowDBSCAN
14000,18.110131978988647,ScaleFC
14500,6.510741472244263,FlowDBSCAN
14500,18.74266147613525,ScaleFC
15000,7.259843349456787,FlowDBSCAN
15000,20.2060821056366,ScaleFC
15500,8.959819078445435,FlowDBSCAN
15500,22.23530316352844,ScaleFC
16000,9.73415231704712,FlowDBSCAN
16000,27.14758324623108,ScaleFC
16500,8.630292654037476,FlowDBSCAN
16500,25.57468867301941,ScaleFC
17000,8.988628625869751,FlowDBSCAN
17000,27.593170166015625,ScaleFC
17500,9.92686891555786,FlowDBSCAN
17500,26.66403722763061,ScaleFC
18000,11.387592315673828,FlowDBSCAN
18000,28.24777913093567,ScaleFC
18500,11.241024017333984,FlowDBSCAN
18500,29.35455846786499,ScaleFC
19000,12.170573949813845,FlowDBSCAN
19000,35.218751668930054,ScaleFC
19500,11.839357376098633,FlowDBSCAN
19500,32.48198103904724,ScaleFC
20000,13.53025245666504,FlowDBSCAN
20000,35.46059513092041,ScaleFC
5500,1423.0607915080775,AFC
5500,1343.4661857648564,FlowLF
6000,388.1897195840101,AFC
6000,1064.173806498002,FlowLF
6500,1538.373258826242,AFC
6500,975.2082249364452,FlowLF
7000,2362.9656624127115,AFC
7000,833.7948213938264,FlowLF
7500,1835.3659943765988,AFC
7500,1250.1068470298212,FlowLF
8000,1016.3494802836758,AFC
8000,1717.157161753718,FlowLF
8500,1752.8586606481122,AFC
8500,-59.40136679531543,FlowLF
9000,409.88142352827487,AFC
9000,661.5154275428889,FlowLF
9500,726.9980324105576,AFC
9500,103.07777594328115,FlowLF
10000,301.0758315313324,AFC
10000,1083.8818624710432,FlowLF
10500,53.06947422127314,AFC
10500,511.3606892264367,FlowLF
11000,62.54942723254226,AFC
11000,669.8854449219182,FlowLF
11500,925.3699389682585,AFC
11500,852.6372286067508,FlowLF
12000,346.3009891109432,AFC
12000,637.9152036295051,FlowLF
12500,768.9229411869771,AFC
12500,788.944969907222,FlowLF
13000,889.1464191444254,AFC
13000,906.242439461417,FlowLF
13500,964.2329769289764,AFC
13500,732.3417892748325,FlowLF
14000,730.0026062735469,AFC
14000,400.6660880694574,FlowLF
14500,971.3527796465204,AFC
14500,333.8851984273104,FlowLF
15000,728.5333992209594,AFC
15000,658.0426931989068,FlowLF
15500,43.40982453451841,AFC
15500,1373.8935836147198,FlowLF
16000,160.8502552243432,AFC
16000,1061.0676950759705,FlowLF
16500,513.2135714899746,AFC
16500,1131.1027933207624,FlowLF
17000,433.4194997616212,AFC
17000,1478.6574128379311,FlowLF
17500,1701.0411033600424,AFC
17500,866.122652728272,FlowLF
18000,1036.8580512775975,AFC
18000,1026.774555486778,FlowLF
18500,42.08814082514948,AFC
18500,426.9242805659176,FlowLF
19000,1263.1970794076813,AFC
19000,815.9722295008037,FlowLF
19500,977.2944747350814,AFC
19500,1456.5107599643875,FlowLF
20000,1470.4000179029035,AFC
20000,891.4373912367607,FlowLF
